district,divisional_secretariat,gn_division
Galle,Baddegama,Wavulagala
Galle,Baddegama,"Halpathota Central"
Galle,Baddegama,Halpathota
Galle,Baddegama,"Baddegama Town"
Galle,Baddegama,"Baddegama North"
Galle,Baddegama,Nayapamula
Galle,Baddegama,Kotagoda
Galle,Baddegama,Hemmeliya
Galle,Baddegama,"Ellakanda Wathurawa"
Galle,Baddegama,"Baddegama East"
Galle,Baddegama,Yahaladoowa
Galle,Baddegama,"Baddegama South"
Galle,Baddegama,Gothatuwa
Galle,Baddegama,Majuwana
Galle,Baddegama,Weweldeniya
Galle,Baddegama,Keradewala
Galle,Baddegama,Madoldoowa
Galle,Baddegama,Bataketiya
Galle,Baddegama,"Ganegama North"
Galle,Baddegama,Sandarawela
Galle,Baddegama,Boralukada
Galle,Baddegama,Mahahengoda
Galle,Baddegama,Mahalapitiya
Galle,Baddegama,Pilagoda
Galle,Baddegama,"Thilaka Udagama"
Galle,Baddegama,"Ganegama East"
Galle,Baddegama,"Ganegama South"
Galle,Baddegama,"Ganegama West"
Galle,Baddegama,Lelkada
Galle,Baddegama,"Ginimellagaha West"
Galle,Baddegama,"Ginimellagaha East"
Galle,Baddegama,Dodangoda
Galle,Baddegama,"Keembi Ela"
Galle,Baddegama,Kasideniya
Galle,Baddegama,Warakapitikanda
Galle,Baddegama,"Pahala Keembiya"
Galle,Baddegama,"Walpita North"
Galle,Baddegama,Thelikada
Galle,Baddegama,"Ginimellagaha South"
Galle,Baddegama,Pituwalgoda
Galle,Baddegama,"Thelikada Nagaraya"
Galle,Baddegama,Balagoda
Galle,Baddegama,Adurathvila
Galle,Baddegama,"Kohomba Nadeniya"
Galle,Baddegama,"Walpita Soth"
Galle,Baddegama,Gonapura
Galle,Baddegama,"Horagampita Central"
Galle,Baddegama,Horagampita
Galle,Wanduramba,Weihena
Galle,Wanduramba,Indurupathvila
Galle,Wanduramba,Polgahavila
Galle,Wanduramba,Kumbalamalaheana
Galle,Wanduramba,"Ihala Lelwala"
Galle,Wanduramba,"Pahala Lelwala"
Galle,Wanduramba,Kirindalahena
Galle,Wanduramba,Kokawala
Galle,Wanduramba,Panvila
Galle,Wanduramba,Wanduramba
Galle,Wanduramba,Gulugahakanda
Galle,Wanduramba,Thalawa
Galle,Wanduramba,Mabotuwana
Galle,Wanduramba,"Wanduramba South"
Galle,Wanduramba,Deiyandara
Galle,Wanduramba,"Mada Keembiya"
Galle,Wanduramba,Pitiharawa
Galle,Wanduramba,Thiruwanaketiya
Galle,Wanduramba,Nattewela
Galle,Wanduramba,"Meda Keembiya East"
Galle,Wanduramba,"Ihala Keembiya South"
Galle,Wanduramba,"Ihala Keembiya"
Galle,Welivitiya-Divithura,Ethkadura
Galle,Welivitiya-Divithura,"Old Colony"
Galle,Welivitiya-Divithura,Thanabaddegama
Galle,Welivitiya-Divithura,Maddevila
Galle,Welivitiya-Divithura,Miriswaththa
Galle,Welivitiya-Divithura,"Nambara Atta"
Galle,Welivitiya-Divithura,"Divithura East"
Galle,Welivitiya-Divithura,Polgahavila
Galle,Welivitiya-Divithura,Divithura
Galle,Welivitiya-Divithura,Ampegama
Galle,Welivitiya-Divithura,Hamingala
Galle,Welivitiya-Divithura,Nugethota
Galle,Welivitiya-Divithura,Agaliya
Galle,Welivitiya-Divithura,"Divithura South"
Galle,Welivitiya-Divithura,Galaheankanda
Galle,Welivitiya-Divithura,Kuttiyawaththa
Galle,Welivitiya-Divithura,"Patha Welivitiya North"
Galle,Welivitiya-Divithura,"Waduwelivitiya North"
Galle,Welivitiya-Divithura,"Patha Welivitiya"
Galle,Welivitiya-Divithura,"Waduwalivitiya South"
Galle,Ambalangoda,Heppumulla
Galle,Ambalangoda,Patabadimulla
Galle,Ambalangoda,Karittakanda
Galle,Ambalangoda,Kaluwadumulla
Galle,Ambalangoda,Okanda
Galle,Ambalangoda,Keraminiya
Galle,Ambalangoda,Polwatta
Galle,Ambalangoda,Thalgasgoda
Galle,Ambalangoda,Thilakapura
Galle,Ambalangoda,Thanipolgahalanga
Galle,Ambalangoda,"Batapola Central"
Galle,Ambalangoda,Kondagala
Galle,Ambalangoda,"Batapola North"
Galle,Ambalangoda,Kobeithuduwa
Galle,Ambalangoda,Godahena
Galle,Ambalangoda,Poramba
Galle,Ambalangoda,Vilegoda
Galle,Ambalangoda,Paniyandoowa
Galle,Ambalangoda,Hirewatta
Galle,Ambalangoda,"Maha Ambalangoda"
Galle,Ambalangoda,Batadoowa
Galle,Ambalangoda,"Batapola West"
Galle,Ambalangoda,"Batapola South"
Galle,Ambalangoda,Dorala
Galle,Ambalangoda,"Batapola East"
Galle,Ambalangoda,Polhunnawa
Galle,Ambalangoda,Nawagama
Galle,Ambalangoda,Nindana
Galle,Ambalangoda,Lewdoowa
Galle,Ambalangoda,Udakerewa
Galle,Ambalangoda,Domanvila
Galle,Ambalangoda,Diddeliya
Galle,Ambalangoda,Eranavila
Galle,Ambalangoda,Meetiyagoda
Galle,Ambalangoda,Metiwala
Galle,Ambalangoda,Walakada
Galle,Gonapeenuwala,Karuwalabedda
Galle,Gonapeenuwala,Manampita
Galle,Gonapeenuwala,"Dangaragaha Udumulla"
Galle,Gonapeenuwala,Banwelgodella
Galle,Gonapeenuwala,Iriyagahamulla
Galle,Gonapeenuwala,Aluthwala
Galle,Gonapeenuwala,Mahagangoda
Galle,Gonapeenuwala,"Kirindi Ela"
Galle,Gonapeenuwala,Thilakagama
Galle,Gonapeenuwala,Henagoda
Galle,Gonapeenuwala,"Gonapeenuwala Central"
Galle,Gonapeenuwala,"Woodlands Watta"
Galle,Gonapeenuwala,Berathuduwa
Galle,Gonapeenuwala,"Hikkaduwa East"
Galle,Gonapeenuwala,Arachchikanda
Galle,Gonapeenuwala,"Gonapeenuwala East"
Galle,Gonapeenuwala,"Gonapeenuwala West"
Galle,Gonapeenuwala,Dodamkahawila
Galle,Gonapeenuwala,"Kaluwagaha Colany"
Galle,Madampagama,Urawatta
Galle,Madampagama,"Dewagoda West"
Galle,Madampagama,"Dewagoda East"
Galle,Madampagama,Deldoowa
Galle,Madampagama,Idantota
Galle,Madampagama,"Kuleegoda West"
Galle,Madampagama,"Galagoda East"
Galle,Madampagama,"Galagoda West"
Galle,Madampagama,"Kuleegoda East"
Galle,Madampagama,Wellaoda
Galle,Madampagama,Usmudulawa
Galle,Madampagama,wenamulla
Galle,Madampagama,Dimbuldoowa
Galle,Madampagama,Andurangoda
Galle,Madampagama,Galdoowa
Galle,Madampagama,Akurala
Galle,Madampagama,"Akurala North"
Galle,Madampagama,"Akurala South"
Galle,Madampagama,"Uduwaragoda North"
Galle,Madampagama,"Uduwaragoda South"
Galle,Madampagama,Kahawa
Galle,Madampagama,Weragoda
Galle,Madampagama,"Delmar Colony"
Galle,Madampagama,Harannagala
Galle,Madampagama,"Godagama South"
Galle,Madampagama,"Godagama North"
Galle,Madampagama,Daluwathumulla
Galle,Madampagama,Thelwatta
Galle,Madampagama,"Pereliya North"
Galle,Madampagama,"Pereliya South"
Galle,Madampagama,Seenigama
Galle,Madampagama,"seenigama East"
Galle,Madampagama,Malawenna
Galle,Madampagama,Kalupe
Galle,Madampagama,Udumulla
Galle,Madampagama,Medagoda
Galle,Madampagama,Werellana
Galle,Madampagama,Thotagamuwa
Galle,Hikkaduwa,Wellawatta
Galle,Hikkaduwa,Nakanda
Galle,Hikkaduwa,"Hikkaduwa Central"
Galle,Hikkaduwa,"Hikkaduwa  West"
Galle,Hikkaduwa,"Hikkaduwa Town"
Galle,Hikkaduwa,"Wawulagoda West"
Galle,Hikkaduwa,"Wawulagoda East"
Galle,Hikkaduwa,Nalagasdeniya
Galle,Hikkaduwa,Millagoda
Galle,Hikkaduwa,Wewala
Galle,Hikkaduwa,Pannamgoda
Galle,Hikkaduwa,"Narigama Wellabada"
Galle,Hikkaduwa,Narigama
Galle,Hikkaduwa,"Kuda Wewala"
Galle,Hikkaduwa,Delgahadoowa
Galle,Hikkaduwa,Katukoliha
Galle,Hikkaduwa,Thiranagama
Galle,Hikkaduwa,"Wellabada Thiranagama"
Galle,Hikkaduwa,Patuwatha
Galle,Hikkaduwa,Gammaduwatta
Galle,Hikkaduwa,Hennathota
Galle,Hikkaduwa,Pinkanda
Galle,Hikkaduwa,Handaudumulla
Galle,Hikkaduwa,Dodandugoda
Galle,Hikkaduwa,"Modara Patuwatha"
Galle,Hikkaduwa,Dodandoowa
Galle,Hikkaduwa,Uduhalpitiya
Galle,Rathgama,Thotawila
Galle,Rathgama,Mawadawila
Galle,Rathgama,"Panwila Pahalagoda"
Galle,Rathgama,Imbula
Galle,Rathgama,Katudampe
Galle,Rathgama,Karawegoda
Galle,Rathgama,Devinigoda
Galle,Rathgama,Bopagoda
Galle,Rathgama,Kandegoda
Galle,Rathgama,Ranapanadeniya
Galle,Rathgama,Reggipura
Galle,Rathgama,Medawala
Galle,Rathgama,Maliduwa
Galle,Rathgama,Palanthriyagoda
Galle,Rathgama,Ganegoda
Galle,Rathgama,"Rathgama Hegoda"
Galle,Rathgama,Palliyapitiya
Galle,Rathgama,Gammeddagoda
Galle,Rathgama,"Gammeddegoda East"
Galle,Rathgama,Gammeddegoda-Rajgama
Galle,Rathgama,Owakanda
Galle,Rathgama,Kapumulugoda
Galle,Rathgama,"Ratna Udagama"
Galle,Rathgama,"Maha Hegoda"
Galle,Rathgama,Hegoda
Galle,Rathgama,Kedala
Galle,Rathgama,Rupeewala
Galle,Rathgama,Dolikanda
Galle,Rathgama,Boosa
Galle,Rathgama,Kadurupe
Galle,Rathgama,"Pitiwella South"
Galle,Rathgama,"Pitiwella North"
Galle,"Galle Four Gravets","Ukwatta East"
Galle,"Galle Four Gravets","Ukwatta West"
Galle,"Galle Four Gravets","Maha Hapugala"
Galle,"Galle Four Gravets",Kurunduwatta
Galle,"Galle Four Gravets",Welipitimodara
Galle,"Galle Four Gravets","Ginthota West"
Galle,"Galle Four Gravets","Ginthota East"
Galle,"Galle Four Gravets",Piyadigama
Galle,"Galle Four Gravets","Bope North"
Galle,"Galle Four Gravets","Bope  East"
Galle,"Galle Four Gravets","Kumbalwella North"
Galle,"Galle Four Gravets","Madawalamulla North"
Galle,"Galle Four Gravets","Madawalamulla South"
Galle,"Galle Four Gravets","Deddugoda North"
Galle,"Galle Four Gravets","Deddugoda South"
Galle,"Galle Four Gravets",Maitipe
Galle,"Galle Four Gravets",Welipatha
Galle,"Galle Four Gravets",Maligaspe
Galle,"Galle Four Gravets","Dangedara East"
Galle,"Galle Four Gravets","Dangedara West"
Galle,"Galle Four Gravets",Bataganvila
Galle,"Galle Four Gravets",Galwadugoda
Galle,"Galle Four Gravets","Richmond Kanda"
Galle,"Galle Four Gravets","Bope West"
Galle,"Galle Four Gravets",Siyambalagahawatta
Galle,"Galle Four Gravets","Dadalla East"
Galle,"Galle Four Gravets","Dadalla West"
Galle,"Galle Four Gravets",Walawwatta
Galle,"Galle Four Gravets","Kumbalwella South"
Galle,"Galle Four Gravets",Mahamodara
Galle,"Galle Four Gravets",Osanagoda
Galle,"Galle Four Gravets",Kandewatta
Galle,"Galle Four Gravets",Sanghamittapura
Galle,"Galle Four Gravets",Madapathala
Galle,"Galle Four Gravets",Pokunawatta
Galle,"Galle Four Gravets",Milidduwa
Galle,"Galle Four Gravets","Ettiligoda South"
Galle,"Galle Four Gravets",Makuluwa
Galle,"Galle Four Gravets",Pettigalawatta
Galle,"Galle Four Gravets",Thalapitiya
Galle,"Galle Four Gravets",Kongaha
Galle,"Galle Four Gravets",Weliwatta
Galle,"Galle Four Gravets",Minuwangoda
Galle,"Galle Four Gravets",Kaluwella
Galle,"Galle Four Gravets","Cheena Koratuwa"
Galle,"Galle Four Gravets",Fort
Galle,"Galle Four Gravets",Magalla
Galle,"Galle Four Gravets",Dewathura
Galle,"Galle Four Gravets",Katugoda
Galle,"Galle Four Gravets",Dewata
Galle,Bope-Poddala,Poddala
Galle,Bope-Poddala,Pannamaga
Galle,Bope-Poddala,"Mulana West"
Galle,Bope-Poddala,"Mulana East"
Galle,Bope-Poddala,Panvila
Galle,Bope-Poddala,Narawala
Galle,Bope-Poddala,Walawatta
Galle,Bope-Poddala,Magadeniya
Galle,Bope-Poddala,Baswatta
Galle,Bope-Poddala,Addaragoda
Galle,Bope-Poddala,Meepawala
Galle,Bope-Poddala,Penideniya
Galle,Bope-Poddala,Opatha
Galle,Bope-Poddala,Wakwella
Galle,Bope-Poddala,Niladeniya
Galle,Bope-Poddala,Hapugala
Galle,Bope-Poddala,Beraliyadola
Galle,Bope-Poddala,Silvagewatta
Galle,Bope-Poddala,Uluvitike
Galle,Bope-Poddala,Holuwagoda
Galle,Bope-Poddala,Labudoowa
Galle,Bope-Poddala,"Kurunda Kanda"
Galle,Bope-Poddala,Kurunda
Galle,Bope-Poddala,Thotagoda
Galle,Bope-Poddala,Galketiya
Galle,Bope-Poddala,Godakanda
Galle,Bope-Poddala,Bangalawatta
Galle,Bope-Poddala,Bokaramullagoda
Galle,Bope-Poddala,Thunhiripana
Galle,Bope-Poddala,Abeysundarawatta
Galle,Bope-Poddala,"Watareka  East"
Galle,Bope-Poddala,Pelawatta
Galle,Bope-Poddala,Mampitiya
Galle,Bope-Poddala,"Kalegana South"
Galle,Bope-Poddala,"Kalegana North"
Galle,Bope-Poddala,Kithulampitiya
Galle,Bope-Poddala,"Kahadoowa Watta"
Galle,Bope-Poddala,Nawinna
Galle,Bope-Poddala,Hirimburagama
Galle,Bope-Poddala,Karapitiya
Galle,Bope-Poddala,Ambagahawatta
Galle,Bope-Poddala,Kapuhempala
Galle,Bope-Poddala,Kerenvila
Galle,Bope-Poddala,Paliwathugoda
Galle,Akmeemana,Thalgasyaya
Galle,Akmeemana,Niyagama
Galle,Akmeemana,Ambagahavila
Galle,Akmeemana,"Ihalagoda East"
Galle,Akmeemana,Amalgama
Galle,Akmeemana,Ketandola
Galle,Akmeemana,"Hiyare North"
Galle,Akmeemana,Kandahena
Galle,Akmeemana,Welihena
Galle,Akmeemana,Kadurugashena
Galle,Akmeemana,"Hiyare East"
Galle,Akmeemana,"Ihala Hiyare"
Galle,Akmeemana,"Hiyare South"
Galle,Akmeemana,Etambagasmulla
Galle,Akmeemana,"Ihalagoda Colony"
Galle,Akmeemana,"Ihalagoda South"
Galle,Akmeemana,"Ihalagoda West"
Galle,Akmeemana,Akmeemana
Galle,Akmeemana,Ganegoda
Galle,Akmeemana,"Ganegoda West"
Galle,Akmeemana,Kirindagoda
Galle,Akmeemana,"Badungoda Colony"
Galle,Akmeemana,Badungoda
Galle,Akmeemana,"Pinnadoowa Colony"
Galle,Akmeemana,Weliketiya
Galle,Akmeemana,Halgasmulla
Galle,Akmeemana,Amukotuwa
Galle,Akmeemana,Nivithipitigoda
Galle,Akmeemana,Thalahitiyawa
Galle,Akmeemana,Ankokkawala
Galle,Akmeemana,Pinnadoowa
Galle,Akmeemana,Manavila
Galle,Akmeemana,Walahanduwa
Galle,Akmeemana,Yakgaha
Galle,Akmeemana,Meegoda
Galle,Akmeemana,Pilana
Galle,Akmeemana,Pedinnoruwa
Galle,Akmeemana,Melegoda
Galle,Akmeemana,Bambaragoda
Galle,Akmeemana,Anangoda
Galle,Akmeemana,Hinidumgoda
Galle,Akmeemana,"Kerenvila Colony"
Galle,Akmeemana,Haliwala
Galle,Akmeemana,"Ettiligoda North"
Galle,Akmeemana,Ambalanwatta
Galle,Akmeemana,Jambuketiya
Galle,Akmeemana,Batadoowa
Galle,Akmeemana,Kaduruduwa
Galle,Akmeemana,Panagamuwa
Galle,Akmeemana,Galgamuwa
Galle,Akmeemana,"Divulana Colony"
Galle,Akmeemana,Hadugoda
Galle,Akmeemana,Kalahe
Galle,Akmeemana,Wanchawala
Galle,Akmeemana,Attaragoda
Galle,Akmeemana,Nugadoowa
Galle,Akmeemana,"Batadoowa West"
Galle,Akmeemana,Thalpegoda
Galle,Akmeemana,Yatagama
Galle,Akmeemana,Rathkindagoda
Galle,Akmeemana,Metaramba
Galle,Akmeemana,"Thalpe North"
Galle,Akmeemana,Nagahawatta
Galle,Yakkalamulla,Nawala
Galle,Yakkalamulla,"Thellambura North"
Galle,Yakkalamulla,Nakiyadeniya
Galle,Yakkalamulla,"Nakiyadeniya North"
Galle,Yakkalamulla,Wattehena
Galle,Yakkalamulla,Wathogala
Galle,Yakkalamulla,Moraketiya
Galle,Yakkalamulla,Gahalakoladeniya
Galle,Yakkalamulla,Udumalagala
Galle,Yakkalamulla,"Ihala Nakiyadeniya"
Galle,Yakkalamulla,"Pahala Thellambura"
Galle,Yakkalamulla,"Ihala Thellambura"
Galle,Yakkalamulla,Nevungala
Galle,Yakkalamulla,"Nevungala South"
Galle,Yakkalamulla,Kottawa
Galle,Yakkalamulla,"Thellambura South"
Galle,Yakkalamulla,"Yakkalamulla East"
Galle,Yakkalamulla,Nabadawa
Galle,Yakkalamulla,Yatamalagala
Galle,Yakkalamulla,"Ihala Karagoda"
Galle,Yakkalamulla,"Magedara North"
Galle,Yakkalamulla,"Magedara East"
Galle,Yakkalamulla,"Ella Ihala"
Galle,Yakkalamulla,Magedara
Galle,Yakkalamulla,Uduwella
Galle,Yakkalamulla,Karagoda
Galle,Yakkalamulla,"Pahala Karagoda"
Galle,Yakkalamulla,Polpagoda
Galle,Yakkalamulla,Beranagoda
Galle,Yakkalamulla,Yakkalamulla
Galle,Yakkalamulla,"Kottawa East"
Galle,Yakkalamulla,"Kottawa West"
Galle,Yakkalamulla,"Thalgampala North"
Galle,Yakkalamulla,Udubettawa
Galle,Yakkalamulla,"Udubettawa West"
Galle,Yakkalamulla,Thalgampala
Galle,Yakkalamulla,Hiriyamalkumbura
Galle,Yakkalamulla,Polpagoda_West
Galle,Yakkalamulla,Kaludiyawala
Galle,Yakkalamulla,Badungala
Galle,Yakkalamulla,Rathamalaketiya
Galle,Yakkalamulla,Welendawa
Galle,Yakkalamulla,"Pahala Walpola"
Galle,Yakkalamulla,"Ihala Walpala"
Galle,Imaduwa,Pitawalahena
Galle,Imaduwa,Mayakaduwa
Galle,Imaduwa,Kabaragala
Galle,Imaduwa,Danduwana
Galle,Imaduwa,Hatangala
Galle,Imaduwa,Bandipita
Galle,Imaduwa,Puswelkada
Galle,Imaduwa,"Ihala Kombala"
Galle,Imaduwa,Kombala
Galle,Imaduwa,"Imaduwa Athireka"
Galle,Imaduwa,Paragoda
Galle,Imaduwa,Wathawana
Galle,Imaduwa,"Hawpe North"
Galle,Imaduwa,Hawpe
Galle,Imaduwa,Angulugaha
Galle,Imaduwa,Rangoda
Galle,Imaduwa,Dorape
Galle,Imaduwa,Welikonda
Galle,Imaduwa,Pelawatta
Galle,Imaduwa,Polhena
Galle,Imaduwa,Kahanda
Galle,Imaduwa,"Kahanda Athireka 1"
Galle,Imaduwa,Godaudamandiya
Galle,Imaduwa,Mawella
Galle,Imaduwa,"Deegoda Athireka 01"
Galle,Imaduwa,Imaduwa
Galle,Imaduwa,Hettigoda
Galle,Imaduwa,Deegoda
Galle,Imaduwa,Kalugalagoda
Galle,Imaduwa,"Ihala Mawella"
Galle,Imaduwa,"Thiththagalla East"
Galle,Imaduwa,Ampavila
Galle,Imaduwa,MalalgodaPitiya
Galle,Imaduwa,Dikkumbura
Galle,Imaduwa,"Kodagoda South"
Galle,Imaduwa,"Kodagoda East"
Galle,Imaduwa,Horadugoda
Galle,Imaduwa,Ellalagoda
Galle,Imaduwa,Andugoda
Galle,Imaduwa,Panugalgoda
Galle,Imaduwa,Indurannavila
Galle,Imaduwa,Atanikitha
Galle,Imaduwa,"Thiththagalla west"
Galle,Habaraduwa,Yaddehimulla
Galle,Habaraduwa,Bonavistawa
Galle,Habaraduwa,"Unawatuna West"
Galle,Habaraduwa,"Unwatuna East"
Galle,Habaraduwa,Maharamba
Galle,Habaraduwa,Dalawella
Galle,Habaraduwa,"Unawatuna Central"
Galle,Habaraduwa,"Thalpe West"
Galle,Habaraduwa,"Heenatigala South"
Galle,Habaraduwa,WelIethota
Galle,Habaraduwa,Halloluwagoda
Galle,Habaraduwa,Handogoda
Galle,Habaraduwa,Dadampe
Galle,Habaraduwa,Attaragoda
Galle,Habaraduwa,"Talpe East"
Galle,Habaraduwa,Kahawennagama
Galle,Habaraduwa,Morampitigoda
Galle,Habaraduwa,Uragasgoda
Galle,Habaraduwa,Pitidoowa
Galle,Habaraduwa,Meepe
Galle,Habaraduwa,Bogahamulugoda
Galle,Habaraduwa,Happawana
Galle,Habaraduwa,Annasiwathugoda
Galle,Habaraduwa,"Harumalgoda West"
Galle,Habaraduwa,Lanumodara
Galle,Habaraduwa,Liyanagoda
Galle,Habaraduwa,Katukurunda
Galle,Habaraduwa,"Harumalgoda Central"
Galle,Habaraduwa,Godawaththa
Galle,Habaraduwa,"Harumalgoda East"
Galle,Habaraduwa,"Koggala Athireka 1"
Galle,Habaraduwa,"Koggala Athireka II"
Galle,Habaraduwa,Koggala
Galle,Habaraduwa,"Kathaluwa West"
Galle,Habaraduwa,Atadagevathugoda
Galle,Habaraduwa,"Kathaluwa East"
Galle,Habaraduwa,Welhengoda
Galle,Habaraduwa,"Kathaluwa Central"
Galle,Habaraduwa,Alawathuthisgoda
Galle,Habaraduwa,Pelessa
Galle,Habaraduwa,Korahedigoda
Galle,Habaraduwa,"Ahangama Nakanda"
Galle,Habaraduwa,Kalapuwa
Galle,Habaraduwa,Ahangamgoda
Galle,Habaraduwa,Daduhala
Galle,Habaraduwa,Meegahagoda
Galle,Habaraduwa,Kahawathugoda
Galle,Habaraduwa,Meliyagoda
Galle,Habaraduwa,"Piyadigama West"
Galle,Habaraduwa,Wadugegoda
Galle,Habaraduwa,Karandugoda
Galle,Habaraduwa,Kalahegoda
Galle,Habaraduwa,Dommannegoda
Galle,Habaraduwa,"Piyadigama East"
Galle,Habaraduwa,"Ahangama Central"
Galle,Habaraduwa,Digaredda
Galle,Habaraduwa,Thaldoowa
Galle,Habaraduwa,"Ahangama East"
Galle,Habaraduwa,Goviyapana
Matara,Pitabeddara,Kalubovitiyana
Matara,Pitabeddara,Galabada
Matara,Pitabeddara,Ambewela
Matara,Pitabeddara,"Dangala West"
Matara,Pitabeddara,"Banagala East"
Matara,Pitabeddara,"Dangala East"
Matara,Pitabeddara,"Banagala West"
Matara,Pitabeddara,"Edandukitha West"
Matara,Pitabeddara,"Edandukitha East"
Matara,Pitabeddara,"Alapaladeniya South"
Matara,Pitabeddara,"Alapaladeniya North"
Matara,Pitabeddara,"Kiriwelkele North"
Matara,Pitabeddara,"Rambukana West"
Matara,Pitabeddara,"Kodikaragoda West"
Matara,Pitabeddara,"Kodikaragoda East"
Matara,Pitabeddara,Weliwa
Matara,Pitabeddara,"Rambukana East"
Matara,Pitabeddara,Thalapekumbura
Matara,Pitabeddara,Kudagalahena
Matara,Pitabeddara,"Kiriwelkele South"
Matara,Pitabeddara,Derangala
Matara,Pitabeddara,Thennahena
Matara,Pitabeddara,Gorakawela
Matara,Pitabeddara,"Siyambalagoda West"
Matara,Pitabeddara,Kosnilgoda
Matara,Pitabeddara,Aluwana
Matara,Pitabeddara,Paradupalla
Matara,Pitabeddara,Mahapothuvila
Matara,Pitabeddara,Dankoluwa
Matara,Pitabeddara,Pitabeddara
Matara,Pitabeddara,Kaduruwana
Matara,Pitabeddara,Dehigaspa
Matara,Pitabeddara,Kotagala
Matara,Pitabeddara,"Siyambalagoda East"
Matara,Pitabeddara,Wanasinkanda
Matara,Pitabeddara,Diyadawa
Matara,Pitabeddara,"Ihala Ainagama"
Matara,Pitabeddara,Elamaldeniya
Matara,Pitabeddara,Wathurakubura
Matara,Pitabeddara,Puwakbadovita
Matara,Kotapola,Mederipitiya
Matara,Kotapola,Keeriwalagama
Matara,Kotapola,Kiriweldola
Matara,Kotapola,Kandilpana
Matara,Kotapola,Viharahena
Matara,Kotapola,Adaradeniya
Matara,Kotapola,Ihalagama
Matara,Kotapola,Bateyaya
Matara,Kotapola,Pussawela
Matara,Kotapola,"Pallegama North"
Matara,Kotapola,"Pathawala Nadakanda"
Matara,Kotapola,Poddana
Matara,Kotapola,Kolawenigama
Matara,Kotapola,"Pallegama South"
Matara,Kotapola,"Deniyaya West"
Matara,Kotapola,Deniyaya
Matara,Kotapola,Kalugalahena
Matara,Kotapola,Thenipita
Matara,Kotapola,Mugunumulla
Matara,Kotapola,Nawalahena
Matara,Kotapola,"Kotapola North"
Matara,Kotapola,Nishshankapura
Matara,Kotapola,Beliattakumbura
Matara,Kotapola,Morawaka
Matara,Kotapola,Porupitiya
Matara,Kotapola,Waralla
Matara,Kotapola,Koodaludeniya
Matara,Kotapola,"Kotapola South"
Matara,Kotapola,Usamalagoda
Matara,Kotapola,Lindagawahena
Matara,Kotapola,Kosmodara
Matara,Kotapola,Ilukpitiya
Matara,Kotapola,"Horagala East"
Matara,Kotapola,"Horagala West"
Matara,Kotapola,Uvaragala
Matara,Kotapola,Pelawatta
Matara,Kotapola,Paragala
Matara,Pasgoda,"Batandura South"
Matara,Pasgoda,"Batandura North"
Matara,Pasgoda,Thalapalakanda
Matara,Pasgoda,Kekundeniya
Matara,Pasgoda,Ketawala
Matara,Pasgoda,"Ginnaliya North"
Matara,Pasgoda,Pattigala
Matara,Pasgoda,"Beralapanathara South"
Matara,Pasgoda,"Beralapanathara North"
Matara,Pasgoda,Wijayagama
Matara,Pasgoda,Pathavita
Matara,Pasgoda,Kirilipana
Matara,Pasgoda,Moragala
Matara,Pasgoda,"Keeripitiya East"
Matara,Pasgoda,Urubokka
Matara,Pasgoda,"Ginnaliya West"
Matara,Pasgoda,"Ginnaliya South"
Matara,Pasgoda,"Ginnaliya East"
Matara,Pasgoda,Mekiliyathenna
Matara,Pasgoda,Heegoda
Matara,Pasgoda,"Keeripitiya West"
Matara,Pasgoda,Pothdeniya
Matara,Pasgoda,"Mologgamuwa North"
Matara,Pasgoda,"Mologgamuwa South"
Matara,Pasgoda,"Bengamuwa West"
Matara,Pasgoda,"Bengamuwa East"
Matara,Pasgoda,"Dampahala West"
Matara,Pasgoda,Hulankanda
Matara,Pasgoda,"Dampahala East"
Matara,Pasgoda,Pasgoda
Matara,Pasgoda,"Bengamuwa South"
Matara,Pasgoda,Denkandaliya
Matara,Pasgoda,"Panakaduwa West"
Matara,Pasgoda,"Rotumba East"
Matara,Pasgoda,Napathella
Matara,Pasgoda,Andaluwa
Matara,Pasgoda,Ehelakanda
Matara,Pasgoda,Galketikanda
Matara,Pasgoda,"Rotumba West"
Matara,Pasgoda,"Panakaduwa East"
Matara,Pasgoda,Gomila
Matara,Pasgoda,Puwakgahahena
Matara,Pasgoda,Mawarala
Matara,Mulatiyana,"Gombaddala North"
Matara,Mulatiyana,Kudapana
Matara,Mulatiyana,Ketapalakanda
Matara,Mulatiyana,Gammedagama
Matara,Mulatiyana,"Ketiyape North"
Matara,Mulatiyana,Athapattukanda
Matara,Mulatiyana,"Parapamulla East"
Matara,Mulatiyana,"Ketiyape South"
Matara,Mulatiyana,Galetumba
Matara,Mulatiyana,Neralampitiya
Matara,Mulatiyana,Mulatiyana
Matara,Mulatiyana,"Diddenipotha North"
Matara,Mulatiyana,"Beragama North"
Matara,Mulatiyana,"Gombaddala South"
Matara,Mulatiyana,"Beragama West"
Matara,Mulatiyana,"Beragama South"
Matara,Mulatiyana,"Makandura West"
Matara,Mulatiyana,"Beragama East"
Matara,Mulatiyana,"Diddenipotha East"
Matara,Mulatiyana,"Diddenipotha South"
Matara,Mulatiyana,"Seenipella West"
Matara,Mulatiyana,Maduwala
Matara,Mulatiyana,"Seenipella East"
Matara,Mulatiyana,Deiyandara
Matara,Mulatiyana,"Parapamulla West"
Matara,Mulatiyana,"Parapamulla South"
Matara,Mulatiyana,"Dewalegama West"
Matara,Mulatiyana,"Dewalegama East"
